"FIPS","name","state","pop2010","pop2000","age_under_5","age_under_18","age_over_65","female","black","hispanic","white_not_hispanic","no_move_in_one_plus_year","foreign_born","foreign_spoken_at_home","hs_grad","bachelors","mean_work_travel","home_ownership","housing_multi_unit","median_val_owner_occupied","persons_per_household","per_capita_income","poverty","sales_per_capita","median_household_income","fed_spending","density","area"
29027,"Callaway County","Missouri",44332,40766,5.9,22.6,12.3,48.6,4.6,1.6,91,80.1,1,2,85.1,20.4,20.2,75.4,10.9,122700,2.41,22602,11.3,7660,49544,394338,53.1,834.58
29029,"Camden County","Missouri",44002,37051,4.9,19.1,21.7,50.3,0.4,2.3,95.3,84.4,1.7,3.6,90.2,21,21.2,81.3,25.5,187200,2.33,25509,11.8,16779,44617,288888,67.1,655.92
29031,"Cape Girardeau County","Missouri",75674,68693,6.2,21.9,14.3,51.6,7,2,87.9,79.3,1.8,3.6,85.8,26.9,18.4,67.4,20,132500,2.39,23014,14.2,18626,44479,500238,130.8,578.54
29033,"Carroll County","Missouri",9295,10285,5.7,23.6,19.1,51.2,1.7,1.3,95.7,93.4,1.2,1.5,84.1,17.9,26.7,78.2,7,72600,2.45,25021,13,6161,41619,126067,13.4,694.62
29035,"Carter County","Missouri",6265,5941,7,24.2,16.6,51.2,0.1,1.7,95.6,88.4,0.9,1,75.7,11.1,31.2,77.2,3.1,88100,2.52,15881,19.6,4668,28408,75405,12.3,507.36
29037,"Cass County","Missouri",99478,82092,6.8,26.5,13.6,51.2,3.5,4,89.5,84.7,1.8,3.8,91.6,21.4,28.2,80.1,10.7,152900,2.66,26326,7.2,9180,60097,532143,142.8,696.84
29039,"Cedar County","Missouri",13982,13733,6,23.7,22.4,50.8,0.1,1.5,96.1,84.2,1.4,3.1,83.1,11.9,22.6,76.3,5.6,92300,2.27,16432,17.9,8694,32800,127894,29.5,474.48
29041,"Chariton County","Missouri",7831,8438,6.2,22.6,21.4,50.7,2,0.5,96.3,91.3,0.8,0.8,84.7,14.2,23.2,80.1,6.3,76500,2.39,19978,14.3,6682,41558,88464,10.4,751.18
29043,"Christian County","Missouri",77422,54285,7.4,27.4,12.2,51.4,0.6,2.5,94.3,82,1.8,3.8,91.7,26.9,24.1,75.7,12.2,146800,2.6,23720,9.5,9781,51135,327143,137.6,562.65
29045,"Clark County","Missouri",7139,7416,6.9,24.1,17.7,50,0.3,0.6,97.7,86.9,0.6,1.7,84.3,12.9,24.1,76,8.2,68700,2.52,19114,13.5,12319,38133,87606,14.1,504.69
29047,"Clay County","Missouri",221939,184006,7.3,25.8,11.2,51.2,5.2,5.9,84.1,83.2,4.6,6.9,91.4,30.2,22.5,72.6,17.6,153900,2.46,28204,7.8,15427,58559,887835,558.6,397.3
29049,"Clinton County","Missouri",20743,18979,6.3,24.6,15.7,49.8,1.4,1.6,94.5,86.1,1.1,2.4,90.2,17.6,28.6,76.4,10.7,150200,2.51,24629,8.3,7019,51915,161816,49.5,418.96
29051,"Cole County","Missouri",75990,71397,6.6,23.6,12.3,49.5,11.2,2.4,83.2,82.2,3.1,4.7,88.9,30.5,17.9,68,23.3,136300,2.39,25935,9.6,16357,53877,3276951,193,393.75
29053,"Cooper County","Missouri",17601,16670,6.1,22.6,15.4,47.3,6.9,1.3,89.5,80.4,1,2.2,82.7,15.7,25.4,72.3,13.1,112400,2.47,19234,14.3,12858,42586,132978,31.2,564.77
29055,"Crawford County","Missouri",24696,22804,6.7,24.3,16.3,50.2,0.3,1.5,96.4,83,0.6,1.7,77.7,10.8,27.9,74.8,6.8,105400,2.57,17317,15.4,7267,34506,155571,33.3,742.52
29057,"Dade County","Missouri",7883,7923,5.2,22.6,20.5,49.9,0.4,1.5,94.8,84.3,0.6,2.9,82,9.1,25.8,77.5,5.2,73000,2.42,16638,20.5,6222,32714,72197,16.1,490.01
29059,"Dallas County","Missouri",16777,15661,6.8,24.8,17,50.3,0.2,1.5,95.6,84.4,0.6,5.9,79.5,10.7,27.9,81.8,3.5,96800,2.58,18400,16.4,8610,38101,120077,31,540.77
29061,"Daviess County","Missouri",8433,8016,7.4,26.7,17.1,50.3,0.3,1,97.4,91.2,0.8,7.2,84,14.4,30,74.7,7.4,99100,2.53,19900,13.8,5630,39925,67102,15,563.24
29063,"DeKalb County","Missouri",12892,11597,4.6,17.9,13.7,37.3,11.3,1.7,85.7,80,1.6,4.7,82.6,12,23.5,67.8,17.9,115100,2.47,16916,9.5,10405,43267,61298,30.6,421.36
29065,"Dent County","Missouri",15657,14927,6.2,23.3,19,50.4,0.4,0.9,95.9,87.8,1.1,1.3,76,11.2,25.4,77.9,7.3,84100,2.5,18111,18.2,8310,36118,149413,20.8,752.79
29067,"Douglas County","Missouri",13684,13084,5.9,22.4,19.8,50.6,0.2,0.8,96.6,94.9,0.3,1.7,79.3,10.2,27.6,82,5.5,87800,2.75,15117,22.4,6979,30968,105494,16.8,813.63
29069,"Dunklin County","Missouri",31953,33155,6.9,25.3,16.5,52,9.7,5.4,82.9,79.1,2.5,4.6,67.5,10.1,20.9,62.4,10.4,67300,2.37,16619,23.6,11781,29375,424482,59.1,541.07
29071,"Franklin County","Missouri",101492,93807,6.4,24.7,13.8,50.4,0.8,1.4,96,88.8,0.9,2,85,16.5,27.1,76.8,10.9,147200,2.59,23365,11.1,13268,49120,634059,110,922.68
29073,"Gasconade County","Missouri",15222,15342,5.5,22.1,20.1,51,0.2,1,97.2,88,1.4,3,81.9,14.1,27.1,79.1,7.2,111900,2.36,21240,10.8,9486,40837,114249,29.4,517.8
29075,"Gentry County","Missouri",6738,6861,6.7,24.5,20.5,51.6,0.3,0.5,98,87.1,0.5,6.5,82.5,12,22.2,76.6,9.6,79500,2.47,19021,14.9,9511,35556,89068,13.7,491.42
29077,"Greene County","Missouri",275174,240391,6.2,21.2,14,51.3,2.9,3,89.5,76.6,2.7,5,88.6,27.5,19.4,61.8,22.3,125500,2.28,23443,16.2,17856,41059,1902055,407.5,675.3
29079,"Grundy County","Missouri",10261,10432,7,24,20.5,52.3,0.6,1.7,96,82.7,1.3,4.7,83.7,12.8,21.9,70.4,10.5,71700,2.33,18148,13.3,8765,35239,109136,23.6,435.28
29081,"Harrison County","Missouri",8957,8850,7.3,24.8,20.7,50.4,0.3,1.6,96.7,90,1.1,3.5,84.6,7.6,22.4,75.2,7.6,77700,2.49,18967,15.1,16382,35000,99114,12.4,722.5
29083,"Henry County","Missouri",22272,21997,6,22.3,19.5,51.1,1,1.7,95.3,84.3,1.5,2.8,83.7,15.1,26.5,73.3,10.8,103300,2.34,20304,16.4,12697,35706,211310,32,696.95
29085,"Hickory County","Missouri",9627,8940,4.6,17.3,29.6,50.9,0.3,0.9,96.4,88,0.4,0.6,78.9,8.1,30.7,84,1.7,89900,2.13,18215,15.4,5516,28097,94413,24.1,399.09
29087,"Holt County","Missouri",4912,5351,5.7,19.8,21.2,50.6,0.2,0.8,97.2,88.1,1,2.3,88.7,16.3,23.4,78.1,8.1,74600,2.22,21666,14.4,7214,40261,67438,10.6,462.69
29089,"Howard County","Missouri",10144,10212,5.9,21.5,15.9,50.3,5.2,1.2,91.1,83.8,1.1,2,85.6,21.6,23.8,78.4,9.1,98300,2.35,21829,15.5,8968,42067,90773,21.9,463.85
29091,"Howell County","Missouri",40400,37238,7.1,24.9,17.1,51.6,0.4,1.7,95.3,90,1.9,3.2,82.4,14.1,19.2,72,9.7,94200,2.56,17135,19.7,14163,35282,335842,43.6,927.25
29093,"Iron County","Missouri",10630,10697,5.8,22.6,17.9,50.6,1.3,1.3,95.6,85.5,0.4,0.4,75.2,9.1,26.9,72.8,7.5,77200,2.4,17200,21.6,6524,29803,104846,19.3,550.26
29095,"Jackson County","Missouri",674158,654880,7.1,24.6,12.5,51.7,23.9,8.4,63.3,82.2,5.5,8.6,87.3,26.9,22.7,63.2,25.6,129900,2.43,25213,15.7,12347,46252,8539891,1115.3,604.46
29097,"Jasper County","Missouri",117404,104686,7.6,25.8,13.4,51.2,1.9,6.8,86,81.7,4,6.8,81.3,18.6,17.8,65.7,15.5,93400,2.53,19899,18.9,17111,37894,914928,183.9,638.49
29099,"Jefferson County","Missouri",218733,198099,6.8,25.1,11.2,50.2,0.8,1.6,95.4,88.4,1.8,3.5,85.5,16.1,30.2,83.9,9.2,154700,2.68,24586,9.5,7919,56756,1044970,333.1,656.63
29101,"Johnson County","Missouri",52595,48258,6.8,22.9,10.7,49.5,4.3,3.1,88.2,73.7,2.9,4.8,90.7,24.1,27.1,64.5,20.9,133100,2.5,20405,16,7940,44985,587836,63.4,829.28
29103,"Knox County","Missouri",4131,4361,6.4,25,20,50.8,0.3,0.8,97.5,85.2,0.6,1.4,86.3,13.9,23.2,74.9,5.1,56500,2.28,18481,20.5,6876,33029,58109,8.2,504.01
29105,"Laclede County","Missouri",35571,32513,7.1,25,15.6,50.7,0.7,2,94.4,81.1,1.7,3,81.1,13,21.2,70.8,11.1,93000,2.44,19858,16,13316,37294,266605,46.5,764.72
29107,"Lafayette County","Missouri",33381,32960,6.3,24.5,16.5,50.6,2.2,2.2,92.9,85.7,1.3,2.4,85,15.9,28,74,12.2,121000,2.41,23043,10.6,9230,48257,260728,53.1,628.43
29109,"Lawrence County","Missouri",38634,35204,6.9,26.3,16.3,50.7,0.3,6.3,91,84.8,3,7,80.5,13.3,20.9,72.5,8.8,94700,2.51,18777,17.3,11171,38350,257198,63.2,611.74
29111,"Lewis County","Missouri",10211,10494,6.4,23.5,16.3,49.9,3.2,1.6,93.5,87.3,1.2,8.2,84.4,13,23.9,76.2,9.3,79400,2.51,18973,16.3,5933,40399,100079,20.2,505.04
29113,"Lincoln County","Missouri",52566,38944,7.7,28,10.9,50.1,1.9,2,93.9,86.7,1.4,2,83.1,11.9,33.3,82,5.5,155600,2.81,21862,10.9,8413,52897,255710,83.9,626.56
29115,"Linn County","Missouri",12761,13754,6.7,24.7,19,51.9,0.7,1.5,96.4,91.5,1.5,2.8,87.9,14.3,19.6,75,5.5,66800,2.53,20742,14.6,9230,37706,143232,20.7,615.56
29117,"Livingston County","Missouri",15195,14558,6,21.9,18.2,55.2,2.4,1.2,94.7,86.3,0.2,1,85.1,19,17.3,66.6,13.3,92700,2.44,20295,20.6,16582,39683,154361,28.5,532.33
29119,"McDonald County","Missouri",23083,21681,7.3,28.1,12.5,49.5,0.6,11.2,81,82.4,5.9,11.3,76.6,8.9,27.6,70.3,7.2,86800,2.85,17070,15.3,9735,36619,144541,42.8,539.48
29121,"Macon County","Missouri",15566,15762,6.8,24.3,19.4,51.1,2.3,1,94.7,90.8,0.1,2.6,82.1,15,21.8,76.5,8.7,84200,2.34,18411,14.8,10118,36429,143878,19.4,801.23
29123,"Madison County","Missouri",12226,11800,6.5,24,17.7,50.9,0.3,2,96.4,84.2,1.5,3.9,75.6,10.7,23.8,77.3,7.6,83400,2.54,17239,19.3,8661,33456,108291,24.7,494.39
29125,"Maries County","Missouri",9176,8903,6.1,23.5,17.9,49.5,0.3,0.8,97.1,88.4,0.9,2.5,79.6,14.2,28.2,82,4.9,112500,2.51,19155,13.9,5125,40185,61597,17.4,526.98
29127,"Marion County","Missouri",28781,28289,6.9,23.9,15.7,51.9,4.9,1.4,91,81.4,0.4,1.6,83.9,16.9,17.7,67.3,18.8,91200,2.39,20718,16,15033,40859,259475,65.9,436.92
29129,"Mercer County","Missouri",3785,3757,6.9,25.4,20.2,49.7,0.2,0.7,97.3,80.3,1.7,5.4,87.3,14.2,21.4,75.7,10.5,69600,2.38,19031,15.9,5850,34008,41578,8.3,453.84
29131,"Miller County","Missouri",24748,23564,6.5,24.8,15.7,50.2,0.4,1.4,96,84.7,1.5,2.5,82.6,11.9,27,75.3,12.6,108200,2.33,18202,16.8,18214,35838,187198,41.8,592.6
29133,"Mississippi County","Missouri",14358,13427,6.2,22.2,15.2,46.4,24,1.6,73.3,82,2.5,3.5,66.2,10.5,19.4,62.8,11.5,67400,2.61,15927,27.6,11946,29586,178747,34.9,411.58
29135,"Moniteau County","Missouri",15607,14827,6.9,25.2,13.8,47.3,3.7,3.8,90.7,83.8,2,5.7,80.4,17.1,25.9,78.3,7.7,111900,2.59,19267,11.3,10580,47162,100464,37.6,415.03
29137,"Monroe County","Missouri",8840,9311,6.1,23.3,18.6,50,3,1,94.3,86.1,0.6,1.9,84.6,11.9,25.7,76.4,7,79100,2.31,19834,12.9,5219,38750,105347,13.6,647.65
29139,"Montgomery County","Missouri",12236,12136,6.3,23.3,18.7,50,1.6,1.4,95.1,83.1,0.4,1.5,78.3,12.2,28.4,76.8,8.4,107300,2.45,19634,14.8,6829,39369,108175,22.8,536.25
29141,"Morgan County","Missouri",20565,19309,6.1,22,22.1,50.2,0.6,1.8,95.2,88.9,1,8.1,78.7,11.8,27.1,81.7,3.5,114400,2.4,18789,17,9221,36696,162678,34.4,597.63
29143,"New Madrid County","Missouri",18956,19760,6.6,23.8,16.1,52,15.8,1.1,81.1,82.5,0.7,1.8,73.2,12.2,18.4,64.3,15.2,67100,2.43,18811,21.1,28850,32895,270372,28.1,674.84
29145,"Newton County","Missouri",58114,52636,6.7,25.4,15.2,50.4,0.8,4.4,87.7,84.1,3.3,6.3,84.9,18.3,20.2,74.6,7.2,103400,2.63,20832,16.3,10809,41163,304978,93,624.77
29147,"Nodaway County","Missouri",23370,21912,5.2,18.2,13.2,49.3,2.4,1.3,93.6,71.5,1.9,5.2,88.4,23.7,15.8,60.6,22.2,94900,2.43,18909,22.8,9377,38621,168089,26.6,876.96
29149,"Oregon County","Missouri",10881,10344,5.7,22.3,19.8,50.4,0.1,1.2,95.6,85.8,1.3,1,76.8,10.2,27.6,74.9,4.8,69200,2.39,15093,24,8789,26144,106156,13.8,789.8
29151,"Osage County","Missouri",13878,13062,6.4,24.7,15,48,0.2,0.6,98.4,90.6,0.5,1.4,86,13.2,26.4,84.6,6.1,120400,2.58,21484,10.9,9940,45746,87624,23,604.35
29153,"Ozark County","Missouri",9723,9542,5.1,20,23.4,49.5,0.1,1.3,96.5,95.9,0.8,1.1,78.7,11.1,28.5,82.4,3.2,107000,2.44,17298,16.5,4913,31960,99283,13.1,744.97
29155,"Pemiscot County","Missouri",18296,20047,7.7,27.5,14.7,52.5,26.8,1.9,69.6,83.1,0.9,1.7,70.1,9.8,16.4,56.1,17.5,61200,2.6,15841,31.8,11275,30120,315971,37.1,492.54
29157,"Perry County","Missouri",18971,18132,6.6,25.1,15.6,50.1,0.4,1.7,96.5,87.1,1.7,3.2,80.5,12.2,22.2,78.1,7.3,122400,2.45,22200,10.6,14060,45713,124112,40,474.35
29159,"Pettis County","Missouri",42201,39403,7.5,25.6,14.7,50.8,3,7.2,87,83,5.5,10.1,81.3,15.8,21.5,71.5,14.4,93200,2.52,19351,16.2,13415,37658,332418,61.9,682.22
29161,"Phelps County","Missouri",45156,39825,6.2,21.7,13.6,47.7,2.2,2,90.3,78.8,3.1,5.8,85.9,25.3,17.7,65.5,19.2,114700,2.44,20817,17.9,14900,40260,413452,67.2,671.78
29163,"Pike County","Missouri",18516,18351,6.1,22.2,15.6,45.2,7.2,1.8,89.2,83,1.5,5,79.5,12.6,21,71.6,12.4,97900,2.41,18769,12.9,8746,42082,151257,27.6,670.44
29165,"Platte County","Missouri",89322,73781,6.4,24.6,11.2,50.8,5.9,5,84.1,81.2,4.6,6.4,94.1,36.9,22.9,67.7,27.1,185100,2.46,34037,7,19821,65948,471449,212.6,420.19
29167,"Polk County","Missouri",31137,26992,6.4,24.6,16.1,50.7,0.8,2,95,80.5,1.7,5.9,79.5,16.6,26,72,7.9,112300,2.48,18138,21.6,9140,35831,218620,49,635.52
29169,"Pulaski County","Missouri",52274,41165,7.5,24,7.2,44.1,11.4,9,72.4,58.7,5.1,12.9,88.1,18.4,20.4,56.2,20.4,120200,2.58,19800,14.3,8479,43155,1667610,95.5,547.1
29171,"Putnam County","Missouri",4979,5223,6,23.3,21.6,50.3,0.2,0.7,97.7,88.7,2,2.8,85.8,15.6,20.6,74.1,5.6,98200,2.26,20005,18.1,7916,34545,56758,9.6,517.32
29173,"Ralls County","Missouri",10167,9626,6.3,23.4,16.5,49.4,1.1,1,96.7,91.9,0.1,0.9,84.5,16.1,23.3,81.8,7.1,106800,2.43,22605,9.3,6189,45194,72505,21.6,469.78
29175,"Randolph County","Missouri",25414,24663,6.3,23.1,14.2,47.7,5.9,1.6,90,84.4,1.3,1.8,82.2,11.7,20.5,73.6,10.8,81100,2.5,17049,18.2,11460,36458,213106,52.7,482.68
29177,"Ray County","Missouri",23494,23354,6.2,25,14.8,50.2,1.2,1.8,95.1,86.8,1.2,1.9,86.1,13.5,31.8,78.7,9.1,126100,2.55,25244,9.4,6023,53343,136159,41.3,568.81
29179,"Reynolds County","Missouri",6696,6689,5.9,22.9,20.1,49,0.7,1,96.1,87.6,0.4,1.1,72.8,6.7,26.1,73.8,3.9,76300,2.27,16964,21.3,4484,32059,73504,8.3,808.48
29181,"Ripley County","Missouri",14100,13509,5.9,23.5,18.8,50.5,0.3,1,96.2,81.4,1.2,1.2,70.6,12.2,22.1,73.4,3.6,68100,2.49,15115,24,6815,29369,150798,22.4,629.54
29183,"St. Charles County","Missouri",360485,283883,6.7,25.8,11.2,50.9,4.1,2.8,89.1,88.2,3.4,6.2,92.2,33.4,25,82,15.2,197300,2.64,30664,5,12822,70331,1983280,643.2,560.44
29185,"St. Clair County","Missouri",9805,9652,5,20,23.4,49.5,0.5,1.7,95.5,87.8,0.3,1.7,82.9,14.1,25.7,80.9,4.7,82800,2.24,18309,16.6,6861,32217,105015,14.6,669.98
29186,"Ste. Genevieve County","Missouri",18145,17842,5.6,23.3,16,49.5,0.7,0.8,97,91.9,0.6,1.4,81.1,11.6,28.1,83.5,5.9,124700,2.42,22665,10.7,8311,46911,104969,36.4,499.15
29187,"St. Francois County","Missouri",65359,55641,6.1,22,14.3,46.8,4.2,1.2,92.8,80.5,1,2.6,79.2,14.8,26.1,73.6,12.8,101800,2.39,18852,15.7,10930,38589,492586,144.6,451.89
29189,"St. Louis County","Missouri",998954,1016315,5.9,23.4,15,52.7,23.3,2.5,68.9,86.2,6.2,8.2,90.7,39.1,23.2,72.5,23.2,179300,2.41,33344,9.6,17347,57561,11912948,1967.2,507.8
29195,"Saline County","Missouri",23370,23756,6.4,23.1,15.8,50.5,5.3,8.2,83.2,81.7,4.9,8.2,79.8,17.7,20.4,69.8,12.9,84000,2.41,18581,19.1,10141,38818,220575,30.9,755.5
29199,"Scotland County","Missouri",4843,4983,7.9,28.1,18.1,51.4,0.1,0.7,98.3,90.5,0.5,11,81.5,17.8,22.6,79.2,9.5,75000,2.38,19895,19.5,8205,39722,54868,11.1,436.67
29201,"Scott County","Missouri",39191,40422,7,25.1,15,51.8,11.4,1.8,84.9,85.2,0.7,2.1,75.8,13.7,19.1,69.6,12.6,95000,2.48,19566,18,8780,37716,373548,93.3,419.99
29203,"Shannon County","Missouri",8441,8324,6.1,23.4,17.3,50.2,0.2,1.6,94.9,90.2,1.4,1.7,76.4,13.7,23.8,78,4.3,72100,2.47,15309,22.8,3137,30766,104275,8.4,1003.82
29205,"Shelby County","Missouri",6373,6799,6.9,25.1,19.4,51,0.5,1.1,97.3,89.2,1.4,1.7,88.6,13.4,24.3,70.2,9.2,69400,2.3,18056,12,7606,35012,74872,12.7,500.86
29207,"Stoddard County","Missouri",29968,29705,6,22.8,17.8,51.4,0.9,1.2,96.5,83.4,0.3,1.1,75,11.7,21.4,70.6,8.8,80800,2.43,20911,18,14717,35932,311373,36.4,823.22
29209,"Stone County","Missouri",32202,28658,4.4,18.7,24.4,50.7,0.2,1.7,96.1,83.4,1.1,2.3,83.4,16.8,26.4,76,9.1,139900,2.35,21748,16,7087,41351,211407,69.4,464.03
29211,"Sullivan County","Missouri",6714,7219,6.3,24.2,17,48.9,0.5,18.6,79.7,83.4,8.4,14,80.9,9.9,18.4,70.6,10.4,68700,2.52,16633,21.1,6623,30459,77531,10.4,647.98
29213,"Taney County","Missouri",51675,39703,6.1,22.1,17.7,51.3,0.9,4.8,91.1,78.8,3.1,5,86.6,20,20.3,67.7,27,132100,2.34,21474,14.8,18157,39026,311542,81.7,632.44
29215,"Texas County","Missouri",26008,23003,6.2,22,18,48,3.4,1.6,92.3,87.5,1.1,1.8,79.4,11.8,24.4,74.3,6.6,92100,2.52,15790,21.5,6845,31552,202709,22.1,1177.27
29217,"Vernon County","Missouri",21159,20454,6.9,24.9,16.4,51.5,0.5,1.6,95.5,81.3,1.4,2.4,84.1,14.3,17.3,70,11.1,82600,2.45,18314,21.2,10004,34387,170500,25.6,826.4
29219,"Warren County","Missouri",32513,24525,7.1,25,14.6,50.2,1.9,2.9,92.9,86.6,1.6,4.1,83,16.9,29.7,78.4,7.8,161000,2.56,24358,12.3,10438,50231,168237,75.9,428.6
29221,"Washington County","Missouri",25195,23344,6.6,24.1,13.4,48.7,2.2,1,95.1,88.8,0.6,1.5,70.3,7.7,34.2,80.5,5,82400,2.63,16867,20.7,5116,35901,181118,33.2,759.91
29223,"Wayne County","Missouri",13521,13259,5.2,20.8,21.4,49.9,0.3,1,96.5,87.6,0.4,0.6,72.9,8.7,25.5,73.3,4.2,72200,2.29,17105,19.8,5255,30621,207341,17.8,759.18
29225,"Webster County","Missouri",36202,31045,7.5,27.7,13.1,49.5,0.9,1.7,95.2,84.6,0.3,5.1,82.2,14.7,30.3,76.6,6.4,120500,2.71,18699,16.8,8197,40889,225607,61.1,592.56
29227,"Worth County","Missouri",2171,2382,4.5,20.5,23.7,50.9,0.6,1.1,97.4,83.7,0.4,0.4,85.5,12.8,22.4,77.2,8.4,57600,2.18,18229,16.2,6359,38220,27309,8.1,266.61
29229,"Wright County","Missouri",18815,17955,6.8,25.9,17.5,51.2,0.5,1.3,96.3,83,1.6,2.7,76.3,11.3,24.2,71.5,6.6,89300,2.48,16413,24.7,13121,29636,186244,27.6,681.77
29510,"St. Louis city","Missouri",319294,348189,6.6,21.2,11,51.7,49.2,3.5,42.2,77.6,6.7,8.9,80.6,26.9,24.4,47.2,53.5,122200,2.19,21406,26,7020,33652,10004508,5157.5,61.91
30001,"Beaverhead County","Montana",9246,9202,5.3,20.1,16.9,48.8,0.2,3.7,92.7,84,2.5,6.4,91.8,30.4,13.7,64.7,7.8,169700,2.26,21110,15,13877,38264,86164,1.7,5541.62
30003,"Big Horn County","Montana",12865,12671,10.5,33.2,10,50.3,0.2,4,30.4,82.7,0.7,26,83.6,12.6,19,66.6,9.9,89700,3.52,15066,23.5,6852,36550,157754,2.6,4995.46
30005,"Blaine County","Montana",6491,7009,8.9,30,13.5,50,0.1,1.8,47.9,91.3,0.5,4.5,85.4,17.2,13.3,63.4,10,73100,2.71,16813,29,6813,37034,105345,1.5,4227.55
30007,"Broadwater County","Montana",5612,4385,5.8,22.5,17.8,48.8,0.3,2.2,94.6,84.1,0.7,1.2,89.8,15.2,25.6,78.7,4.3,159700,2.76,19606,10.1,12928,44667,39048,4.7,1192.54
30009,"Carbon County","Montana",10078,9552,4.1,19.7,18.8,49.3,0.3,1.9,95.9,84,2.1,2.3,91.3,28.5,23.3,72.9,4.9,200700,2.37,24983,12.2,6219,49010,71786,4.9,2048.79
30011,"Carter County","Montana",1160,1360,3.4,17.5,23.2,49.5,0.1,0.7,97.6,91.8,0.4,1.7,91.1,15.2,13,75,2.5,66200,2.21,20681,14,9667,35703,26539,0.3,3340.75
30013,"Cascade County","Montana",81327,80357,6.8,22.9,15.6,50.1,1.2,3.3,87.4,80.7,2.2,4.9,90.8,23.9,15.9,66.8,23.3,146600,2.37,22963,13.5,15924,42389,1047220,30.1,2698.16
30015,"Chouteau County","Montana",5813,5970,7.1,26.7,17.3,50.8,0.1,1.6,75.5,90.5,1.5,0.8,90.2,22.5,18.6,66.3,5.1,107000,2.6,20202,21,8576,41064,72213,1.5,3972.49
30017,"Custer County","Montana",11699,11696,6.2,22.7,17.5,50.3,0.3,2.2,94.1,78.6,1.1,2.3,91.2,19.2,14.3,65.6,11.2,86700,2.18,21676,15.7,17987,38913,109547,3.1,3783.36
30019,"Daniels County","Montana",1751,2017,5.6,21,24.8,49.7,0.2,1.5,94.4,91.6,1.6,0.8,94.6,19.7,12.5,81.9,4.8,77300,2.12,24737,14.1,15806,38125,61769,1.2,1426.11
30021,"Dawson County","Montana",8966,9059,6.1,20.8,17.9,49.5,0.3,2,94.5,82.9,0.5,2.4,89.6,18.4,16.6,74,10.6,100300,2.17,24602,9.3,13784,50752,80756,3.8,2371.87
30023,"Deer Lodge County","Montana",9298,9417,4.5,18.9,19.2,47.1,0.4,2.9,91.6,79,1,3.5,85.1,18.8,21.5,72.7,11.2,102600,1.92,21921,21.2,8067,35310,97470,12.6,736.53
30025,"Fallon County","Montana",2890,2837,7.5,23.5,17.4,49.3,0.1,1.2,96.6,81.9,1.6,1.7,88.1,15.7,11.3,76.2,5.1,86700,2.36,26819,8.5,9926,52529,36042,1.8,1620.77
30027,"Fergus County","Montana",11586,11893,5.4,20.2,21.5,49.8,0.2,1.5,95.7,88.5,1,2,89.1,23,13.8,71.7,13.7,104100,2.26,22295,14.7,12093,37607,135503,2.7,4339.8
30029,"Flathead County","Montana",90928,74471,6.3,23.4,14.4,50.2,0.2,2.3,94,91.7,2,2.6,92.1,26.7,18.2,71.5,13.8,231800,2.43,24721,11.7,18135,44998,598477,17.9,5087.66
30031,"Gallatin County","Montana",89513,67831,6.4,20.9,9.5,48.1,0.3,2.8,93.3,74.4,3.1,4.6,96,45,18.3,62.3,25.3,277300,2.34,27423,13.5,20524,50136,513566,34.4,2602.69
30033,"Garfield County","Montana",1206,1279,6.6,23.1,20.6,48.8,0.2,0.2,98.4,94.3,0.1,1.8,91.1,14.1,11.4,79.4,2.8,68800,2.42,22424,10.7,8583,42955,13136,0.3,4675.36
30035,"Glacier County","Montana",13399,13247,9.2,31.6,10.6,51.1,0.1,1.8,30.7,83.9,1.4,11.4,78.8,15.6,11.4,59,13.9,73600,3.09,17053,25.4,7956,38075,207724,4.5,2995.94
30039,"Granite County","Montana",3079,2830,3.8,17,24.5,49.1,0.1,1.4,96.4,86.2,0.6,1.2,90.8,23.9,22.2,76.4,4.5,169900,2.08,23222,12.1,8239,36052,32226,1.8,1727.42
30041,"Hill County","Montana",16096,16673,7.8,26.8,12.7,49.5,0.3,2.3,72.9,82.9,1.5,7.6,91.4,20.4,14,68.2,15.2,109000,2.54,21420,17.9,14015,43606,243723,5.6,2898.96
30043,"Jefferson County","Montana",11406,10049,5.1,23.1,14.1,49,0.1,2,94,84.4,1.3,2.6,92.2,32,20.1,85.5,3,225300,2.35,26437,12.8,3584,56695,104720,6.9,1656.26
30047,"Lake County","Montana",28746,26507,7.4,25.3,16.8,50.5,0.3,3.5,68.1,85,2,7.1,89.3,25.2,18.9,67.9,8.8,201900,2.33,20164,21.6,9855,37274,263863,19.3,1490.15
30049,"Lewis and Clark County","Montana",63395,55716,6.2,22.7,13.8,50.6,0.3,2.5,92.4,82.1,2,3.8,94.4,34.7,17.3,72.8,18.5,185500,2.28,25894,9.7,16180,50238,1379751,18.3,3458.83
30051,"Liberty County","Montana",2339,2158,5.4,22,19.8,51.9,0.1,0.3,98,99.2,2.5,29.8,73,17,18,62.7,16.5,71400,2.76,19097,19.5,8673,40212,36081,1.6,1430.05
30053,"Lincoln County","Montana",19687,18837,4.8,19.8,20.5,49.2,0.1,2.3,94.2,84.9,2.2,2.6,85.7,16.4,16.4,76.5,6.3,148500,2.08,19626,18.6,9102,30823,196309,5.4,3612.92
30055,"McCone County","Montana",1734,1977,5.6,20.9,22,48.7,0.2,0.7,97.4,97.4,0.4,1.9,91,18.6,16.5,77.7,5.9,82800,2.47,23265,8.6,10497,48167,30458,0.7,2643.17
